hemodynamics mvo2 value,caSys_pCO2,cvSys_pCO2,caSys_HCO3,cvSys_HCO3,caSys_BE,bgDO2,caSys_pH,cvSys_pH,cvSys_pO2,caSys_pO2,caSys_O2sat,cvSys_O2sat
395.6957,55.2532,70.7894,25.878,28.2063,-1.0847,1289.0849,7.2946,7.2037,37.2248,201.3421,99.6475,71.0558
397.0971,55.6358,71.239,25.9402,28.254,-1.0514,1288.85,7.2885,7.2257,37.0807,200.4622,99.636,70.8478
398.4985,55.8718,71.5516,25.975,28.3051,-1.0456,1288.7063,7.2973,7.225,37.0093,199.8724,99.6448,70.7237
399.8999,56.2085,71.9368,26.0259,28.344,-1.0354,1288.4697,7.2857,7.2198,36.8745,199.0615,99.6213,70.5228
401.3013,56.3431,72.1256,26.0322,28.3903,-1.036,1288.3634,7.303,7.2119,36.831,198.7086,99.6312,70.4285
402.7027,56.4554,72.2814,26.0643,28.4032,-1.0126,1288.2748,7.2834,7.2246,36.7667,198.3711,99.646,70.3387
404.1041,56.7031,72.562,26.0813,28.4624,-0.9935,1288.0818,7.2942,7.2113,36.6683,197.7412,99.6104,70.1941
405.5055,57.1196,73.1418,26.17,28.5237,-0.9846,1287.7114,7.2713,7.199,36.4979,196.4704,99.6298,69.8733
406.9069,57.301,73.3669,26.1818,28.5646,-0.9646,1287.5841,7.2883,7.196,36.3893,195.9921,99.6245,69.7506
408.3083,57.3482,73.4457,26.17,28.5947,-0.9587,1287.5362,7.2794,7.2035,36.3681,195.8344,99.627,69.7258
409.7097,57.482,73.6051,26.193,28.5922,-0.9408,1287.4279,7.2925,7.2088,36.312,195.4722,99.609,69.6383
411.1111,57.7318,73.9158,26.2529,28.6532,-0.9333,1287.2583,7.2968,7.2035,36.2206,194.8459,99.5925,69.4722
412.5125,57.8205,74.0075,26.2603,28.6482,-0.9569,1287.1946,7.2705,7.2103,36.1722,194.6038,99.6082,69.4097
413.9139,57.8624,74.0924,26.2566,28.6667,-0.9304,1287.1562,7.2763,7.2083,36.1782,194.4803,99.5885,69.3887
415.3153,58.0277,74.3202,26.2951,28.7077,-0.9367,1287.016,7.2673,7.1963,36.1111,194.0382,99.5896,69.283
416.7167,58.5156,74.9004,26.3654,28.7928,-0.9023,1286.7187,7.265,7.2203,35.9707,192.8928,99.5932,69.0677
418.1181,58.7026,75.111,26.4045,28.8312,-0.8701,1286.5853,7.2798,7.2006,35.9173,192.465,99.5861,68.9532
419.5195,58.9091,75.3711,26.4311,28.8654,-0.8714,1286.4311,7.2656,7.1752,35.8378,191.9919,99.6036,68.8402
420.9209,58.9873,75.4518,26.4381,28.8822,-0.8887,1286.3916,7.2689,7.1949,35.8077,191.8242,99.5914,68.8107
422.3223,59.1855,75.7184,26.4727,28.9175,-0.8562,1286.2448,7.287,7.1912,35.7477,191.3402,99.5955,68.692
423.7237,59.3552,75.9273,26.505,28.9496,-0.8354,1286.1138,7.2764,7.1987,35.6798,190.958,99.5833,68.5789
425.1251,59.7899,76.4547,26.5765,29.0298,-0.8234,1285.8602,7.2774,7.2016,35.5427,190.0038,99.5781,68.3469
426.5265,60.0386,76.7196,26.5932,29.0736,-0.8031,1285.7256,7.2951,7.198,35.4783,189.5341,99.572,68.2364
427.9279,60.1565,76.836,26.6206,29.0934,-0.8136,1285.6491,7.2521,7.1924,35.4379,189.2757,99.5716,68.1707
429.3293,60.2007,76.8985,26.6271,29.1069,-0.801,1285.6063,7.2687,7.2059,35.4247,189.1816,99.5805,68.1276
430.7307,60.4105,77.1226,26.6463,29.137,-0.7926,1285.4892,7.2892,7.1859,35.3389,188.7098,99.5665,68.0205
432.1321,60.4535,77.203,26.6546,29.1533,-0.7673,1285.4438,7.2602,7.1957,35.2962,188.5673,99.5689,67.9603
433.5335,60.5289,77.3208,26.6651,29.1472,-0.7727,1285.3758,7.2692,7.2088,35.283,188.3628,99.5602,67.8872
434.9349,60.6286,77.4496,26.6975,29.1665,-0.7776,1285.3159,7.2676,7.1937,35.2225,188.0659,99.5582,67.8127
436.3363,60.9756,77.9154,26.7429,29.257,-0.737,1285.0264,7.2694,7.1921,35.0916,187.2166,99.5777,67.5527
437.7377,61.1988,78.2115,26.7597,29.2972,-0.7406,1284.8679,7.2593,7.187,34.983,186.6217,99.5418,67.3914
439.1391,61.35,78.4011,26.7818,29.3301,-0.7062,1284.7602,7.2393,7.189,34.9361,186.2726,99.5459,67.2916
440.5405,61.7652,78.9597,26.8385,29.3977,-0.6849,1284.4438,7.2565,7.1917,34.7902,185.2568,99.5307,67.0214
441.9419,61.8665,79.0756,26.8619,29.4173,-0.6986,1284.3902,7.2542,7.1802,34.7595,185.0306,99.5366,66.9611
443.3433,62.1529,79.4181,26.9149,29.4581,-0.6575,1284.2081,7.2591,7.1881,34.659,184.3941,99.5448,66.8084
444.7447,62.585,79.965,26.9722,29.5511,-0.6293,1283.9024,7.2485,7.1889,34.5435,183.4154,99.5459,66.5697
446.1461,62.6582,80.076,26.9849,29.5647,-0.6448,1283.8503,7.2419,7.1762,34.5143,183.2664,99.517,66.5393
447.5475,62.9083,80.3633,27.0174,29.6049,-0.6127,1283.6806,7.2528,7.175,34.4327,182.7022,99.5299,66.3924
448.9489,63.2938,80.8727,27.0837,29.6826,-0.5938,1283.3864,7.2529,7.1823,34.3202,181.7982,99.5343,66.1848
450.3504,63.4627,81.0878,27.1044,29.7229,-0.5648,1283.2786,7.2455,7.2148,34.279,181.3865,99.5085,66.0574
451.7518,63.5827,81.2126,27.1322,29.7321,-0.5767,1283.2244,7.2501,7.1957,34.2327,181.1905,99.5078,66.0367
453.1532,63.5875,81.2393,27.1365,29.7583,-0.5817,1283.1842,7.236,7.1832,34.2266,181.1146,99.5339,66.0151
454.5546,63.6796,81.35,27.1394,29.7621,-0.5635,1283.1127,7.242,7.1878,34.2037,180.8845,99.5021,65.9452
455.956,64.0908,81.8207,27.209,29.8242,-0.5465,1282.8614,7.2397,7.2067,34.0611,180.0459,99.5068,65.7173
457.3574,64.2929,82.0891,27.216,29.861,-0.5247,1282.6994,7.2431,7.1676,33.984,179.5258,99.5017,65.578
458.7588,64.3882,82.1793,27.2197,29.8717,-0.5164,1282.6407,7.2614,7.1709,33.9693,179.3545,99.5163,65.537
460.1602,64.4501,82.2546,27.257,29.8807,-0.4989,1282.5845,7.2573,7.1742,33.9273,179.2104,99.4746,65.4859
461.5616,64.6583,82.5519,27.3006,29.9502,-0.5131,1282.446,7.2598,7.1887,33.8605,178.7322,99.5012,65.3439
462.963,64.8222,82.7355,27.3141,29.9661,-0.4842,1282.3481,7.2404,7.1683,33.811,178.3717,99.5249,65.235
464.3644,64.8718,82.7652,27.3134,29.9795,-0.4868,1282.3073,7.2601,7.193,33.7962,178.3234,99.5091,65.2115
465.7658,64.9749,82.9114,27.3151,29.9952,-0.4789,1282.2364,7.2495,7.1771,33.7575,178.0581,99.4929,65.1461
467.1672,65.2181,83.2023,27.3816,30.0329,-0.4708,1282.0769,7.2536,7.1856,33.6738,177.5664,99.4902,64.9938
468.5686,65.8509,83.9954,27.471,30.1623,-0.4164,1281.6204,7.2394,7.1741,33.4568,176.1571,99.4856,64.5763
469.97,66.097,84.3695,27.4919,30.2229,-0.39,1281.4442,7.2533,7.1662,33.3729,175.5864,99.476,64.4396
471.3714,66.2856,84.5786,27.5462,30.2476,-0.4,1281.334,7.249,7.1656,33.3171,175.1874,99.4772,64.2895
472.7728,66.4051,84.7231,27.5522,30.2883,-0.3691,1281.2666,7.2304,7.1723,33.2752,174.9638,99.4564,64.2456
474.1742,66.5437,84.8871,27.5724,30.285,-0.3713,1281.1804,7.2653,7.1781,33.2463,174.7321,99.4709,64.1689
475.5756,67.0257,85.5024,27.6331,30.3807,-0.343,1280.8639,7.2343,7.1601,33.1152,173.7641,99.4352,63.9045
476.977,67.2545,85.7695,27.6827,30.42,-0.3172,1280.7262,7.2435,7.1898,33.0386,173.328,99.4556,63.7811
478.3784,67.347,85.9075,27.6918,30.4506,-0.3246,1280.6436,7.2491,7.168,33.0242,173.111,99.447,63.7141
479.7798,67.4418,86.039,27.7101,30.4793,-0.2816,1280.583,7.2391,7.1858,32.9742,172.8614,99.4406,63.6374
481.1812,67.7183,86.3741,27.742,30.5195,-0.2765,1280.3978,7.232,7.1777,32.9031,172.3444,99.4543,63.4805
482.5826,67.8147,86.4764,27.766,30.5273,-0.2737,1280.3374,7.2205,7.1716,32.8809,172.1363,99.4475,63.4209
483.984,67.8772,86.5811,27.7703,30.5456,-0.2752,1280.2887,7.2553,7.1541,32.8577,171.9584,99.4408,63.3824
485.3854,68.0636,86.756,27.7964,30.5899,-0.2684,1280.1388,7.2209,7.1809,32.7843,171.5766,99.4414,63.2747
486.7868,68.3959,87.214,27.8478,30.653,-0.2296,1279.8735,7.2211,7.1596,32.6477,170.734,99.4348,62.9965
488.1882,68.476,87.2684,27.8635,30.6706,-0.229,1279.8343,7.2369,7.1772,32.6366,170.6104,99.4379,62.9648
489.5896,68.52,87.3253,27.8776,30.679,-0.2208,1279.7829,7.2358,7.1741,32.628,170.4402,99.417,62.9153
490.991,68.6356,87.4883,27.901,30.6913,-0.2126,1279.6751,7.2294,7.1691,32.5836,170.1313,99.4156,62.8509
492.3924,68.8196,87.7163,27.9046,30.7248,-0.1868,1279.5107,7.2184,7.1635,32.5099,169.646,99.4272,62.7115
493.7938,69.1165,88.0552,27.9576,30.7549,-0.1823,1279.2626,7.2296,7.1662,32.4226,168.8794,99.4086,62.5666
495.1952,69.4096,88.4632,27.983,30.8321,-0.1389,1278.9726,7.2204,7.1807,32.3324,167.9762,99.419,62.3749
496.5966,69.6186,88.7006,28.0358,30.8809,-0.1382,1278.7599,7.2385,7.1499,32.2887,167.4222,99.4076,62.2658
497.998,69.7245,88.8746,28.0414,30.8891,-0.1218,1278.6268,7.2244,7.1422,32.2618,167.0825,99.3861,62.2148
499.3994,69.763,88.9263,28.0537,30.8942,-0.1273,1278.6373,7.2338,7.1686,32.2414,166.9997,99.4034,62.1879
500.8008,69.8868,89.0687,28.0781,30.927,-0.1096,1278.5308,7.2325,7.1613,32.2205,166.689,99.382,62.0869
502.2022,69.9442,89.1287,28.0691,30.9119,-0.1065,1278.4816,7.2096,7.1691,32.1884,166.5568,99.3908,62.0641
503.6036,70.0228,89.2369,28.0854,30.936,-0.1067,1278.4062,7.2332,7.1558,32.1726,166.3491,99.3922,61.9868
505.005,70.1547,89.3894,28.1226,30.9776,-0.0846,1278.2998,7.2426,7.1579,32.1246,166.0475,99.3851,61.9115
506.4064,70.4192,89.7006,28.1454,31.0235,-0.0632,1278.0786,7.2343,7.1764,32.0553,165.3946,99.3789,61.7657
507.8078,70.5476,89.9009,28.1716,31.0382,-0.0773,1277.9367,7.2125,7.1603,32.0064,165.0233,99.359,61.6777
509.2092,70.6365,89.9731,28.1941,31.0556,-0.052,1277.8936,7.2173,7.1801,31.9932,164.8337,99.3736,61.6396
510.6106,70.8093,90.2071,28.2106,31.1049,-0.0234,1277.7285,7.2132,7.164,31.9404,164.4726,99.3654,61.5211
512.012,71.324,90.8295,28.2858,31.1999,0.002,1277.3435,7.2101,7.1474,31.7803,163.3006,99.3589,61.2031
513.4134,71.4694,91.0173,28.3088,31.2289,0.0191,1277.2149,7.2203,7.1526,31.7217,162.9652,99.3551,61.093
514.8148,71.9459,91.5575,28.3739,31.3111,0.0553,1276.843,7.2138,7.1589,31.5991,162.0083,99.3503,60.8328
516.2162,72.3462,92.1124,28.4471,31.3785,0.0814,1276.5298,7.2265,7.1426,31.4776,161.1042,99.3265,60.5487
517.6176,72.7826,92.5747,28.4891,31.4633,0.1188,1276.2658,7.2207,7.1575,31.3506,160.3314,99.3095,60.3208
519.019,72.8681,92.7437,28.5195,31.4614,0.1372,1276.1784,7.236,7.1255,31.3351,160.1081,99.3209,60.2727
520.4204,73.4397,93.4225,28.6017,31.5876,0.1573,1275.7958,7.2327,7.1436,31.1834,159.0432,99.3124,59.9329
521.8218,73.6526,93.6819,28.6388,31.6078,0.1907,1275.6454,7.2256,7.1318,31.1347,158.6471,99.2855,59.8003
523.2232,73.6966,93.7439,28.6492,31.6272,0.203,1275.6019,7.2035,7.1576,31.098,158.5606,99.3219,59.7619
524.6246,73.7753,93.8238,28.655,31.6438,0.2125,1275.5714,7.2105,7.155,31.0846,158.4066,99.31,59.7456
526.026,73.895,93.99,28.6853,31.6634,0.221,1275.4496,7.2268,7.1368,31.0289,158.1219,99.2939,59.6351
527.4274,73.9393,94.0503,28.6815,31.6844,0.2107,1275.4304,7.2077,7.1579,31.0364,158.0363,99.2824,59.6239
528.8288,73.9714,94.1309,28.6735,31.664,0.2116,1275.3893,7.1888,7.161,31.0334,157.9306,99.2889,59.5768
530.2302,74.1109,94.2337,28.6895,31.6916,0.2296,1275.3159,7.2109,7.1439,30.9879,157.7874,99.2806,59.5135
531.6316,74.259,94.4309,28.7403,31.7318,0.2491,1275.2235,7.21,7.1385,30.9445,157.5147,99.2723,59.439
533.033,74.6385,94.9081,28.7872,31.7922,0.2525,1275.0124,7.2151,7.1287,30.8495,156.8746,99.2683,59.192
534.4344,75.1044,95.5074,28.857,31.8896,0.298,1274.6932,7.1885,7.1325,30.7007,156.0565,99.284,58.9415
535.8358,75.6031,96.1413,28.9184,31.9889,0.3666,1274.3871,7.1888,7.1266,30.598,155.2364,99.2554,58.6679
537.2372,75.8358,96.4179,28.9576,32.0176,0.3748,1274.243,7.203,7.1426,30.5305,154.8549,99.2403,58.5245
538.6386,75.834,96.4096,28.9625,32.0423,0.371,1274.2161,7.1942,7.1418,30.5247,154.8428,99.225,58.5125
540.04,76.4341,97.1412,29.0484,32.1365,0.4396,1273.8261,7.2043,7.1546,30.3775,153.7616,99.2285,58.1457
541.4414,76.5607,97.3211,29.0623,32.1472,0.4407,1273.7268,7.1981,7.1399,30.3485,153.5214,99.2492,58.0695
542.8428,76.6382,97.4146,29.0954,32.1761,0.4686,1273.6676,7.2287,7.1359,30.3101,153.3943,99.2277,58.0397
544.2442,76.6439,97.409,29.1097,32.1851,0.464,1273.6653,7.2049,7.133,30.3214,153.3864,99.2263,58.0285
545.6456,76.6432,97.4092,29.0999,32.1656,0.469,1273.6783,7.2109,7.1456,30.31,153.3884,99.2329,58.0258
547.047,76.7327,97.5277,29.1,32.1976,0.4496,1273.5946,7.1907,7.1524,30.2832,153.2079,99.2429,57.9617
548.4484,76.805,97.619,29.108,32.2148,0.4756,1273.5507,7.1999,7.1371,30.2765,153.0963,99.2124,57.9136
549.8498,77.0706,97.9529,29.1474,32.2654,0.4959,1273.3401,7.2123,7.1304,30.2146,152.5491,99.2121,57.7592
551.2513,77.6592,98.6813,29.2248,32.3602,0.5424,1272.8801,7.2071,7.1414,30.025,151.4203,99.1851,57.3607
552.6527,77.9976,99.0816,29.2911,32.418,0.5592,1272.6359,7.1858,7.1377,29.9394,150.7947,99.1886,57.1525
554.0541,78.1174,99.2668,29.3046,32.4582,0.5852,1272.5309,7.187,7.1528,29.91,150.5364,99.1882,57.0828
555.4555,78.163,99.326,29.3266,32.4623,0.6028,1272.4809,7.2058,7.1596,29.8789,150.4204,99.1712,57.0436
556.8569,78.3042,99.4689,29.3352,32.4643,0.621,1272.4077,7.2035,7.1278,29.8466,150.1636,99.1859,56.9382
558.2583,78.5005,99.7347,29.361,32.5341,0.628,1272.2518,7.206,7.1364,29.7931,149.7991,99.1838,56.8079
559.6597,79.0899,100.4492,29.427,32.6389,0.6703,1271.7564,7.18,7.1483,29.6139,148.6867,99.1572,56.4386
561.0611,79.2836,100.6776,29.4653,32.6717,0.685,1271.6294,7.2037,7.1181,29.5677,148.3239,99.1463,56.3048
562.4625,79.3346,100.7559,29.4887,32.6738,0.684,1271.594,7.2058,7.1395,29.5518,148.2362,99.1494,56.284
563.8639,79.3248,100.7533,29.4896,32.6867,0.6944,1271.5885,7.1935,7.1321,29.5533,148.2147,99.1452,56.2852
565.2653,79.3378,100.7628,29.475,32.6757,0.6815,1271.5752,7.1862,7.1314,29.5507,148.2005,99.1531,56.2687
566.6667,79.3671,100.7894,29.5009,32.6834,0.6948,1271.5618,7.1689,7.1406,29.5351,148.1265,99.1378,56.2536
568.0681,79.4814,100.9346,29.5136,32.7058,0.6929,1271.4454,7.1955,7.1362,29.504,147.9021,99.1554,56.1689
569.4695,79.8445,101.3649,29.5628,32.7758,0.7387,1271.1754,7.1824,7.1253,29.4125,147.2914,99.1389,55.9682
570.8709,80.6446,102.3817,29.6961,32.908,0.7986,1270.5276,7.1892,7.1427,29.199,145.726,99.1008,55.4121
572.2723,80.8816,102.6351,29.7076,32.9483,0.8405,1270.3422,7.1945,7.1469,29.1324,145.2763,99.1076,55.2675
573.6737,80.9752,102.7602,29.7392,32.9721,0.8398,1270.2792,7.1725,7.1354,29.1057,145.1163,99.0818,55.2164
575.0751,81.0268,102.7996,29.7331,32.9812,0.8447,1270.2442,7.1875,7.1334,29.0826,145.0334,99.1035,55.1778
576.4765,81.025,102.8253,29.7605,32.9698,0.8459,1270.2367,7.1719,7.1457,29.0862,145.0339,99.1196,55.1769
577.8779,81.0115,102.8101,29.7405,32.98,0.8402,1270.2457,7.2018,7.1239,29.091,145.0247,99.0989,55.1815
579.2793,81.1289,102.958,29.7638,33.0048,0.8681,1270.1627,7.189,7.1412,29.0556,144.8362,99.0919,55.1069
580.6807,81.1344,102.9671,29.7631,32.9901,0.8576,1270.1558,7.1879,7.1133,29.0457,144.8128,99.1154,55.0933
582.0821,81.2103,103.0491,29.768,33.0239,0.8435,1270.0994,7.1953,7.1249,29.0438,144.6841,99.1115,55.0652
583.4835,81.3733,103.277,29.7955,33.0494,0.8717,1269.9502,7.1969,7.1179,28.9978,144.356,99.086,54.9554
584.8849,81.8046,103.7859,29.8501,33.132,0.9043,1269.6247,7.1862,7.1234,28.8844,143.6376,99.086,54.706
586.2863,82.1232,104.2031,29.9179,33.1904,0.9451,1269.3786,7.1633,7.131,28.8109,143.0619,99.0703,54.5231
587.6877,82.2468,104.3506,29.9095,33.2023,0.9643,1269.3029,7.1741,7.1306,28.7819,142.8771,99.0661,54.4549
589.0891,82.305,104.4335,29.9399,33.2093,0.9739,1269.2374,7.1662,7.115,28.7576,142.7618,99.0661,54.4093
590.4905,82.6913,104.9282,29.9948,33.3069,1.0107,1268.9441,7.1903,7.1163,28.684,142.0655,99.0518,54.1818
591.8919,82.8681,105.1726,30.0303,33.3349,1.0146,1268.7997,7.1609,7.1175,28.6488,141.7545,99.0439,54.0856
593.2933,82.9834,105.3005,30.0326,33.3632,1.034,1268.7068,7.1729,7.1189,28.6278,141.5988,99.0482,54.0303
594.6947,82.9808,105.295,30.0451,33.3442,1.028,1268.6992,7.1709,7.1159,28.619,141.5874,99.039,54.0283
596.0961,83.028,105.3273,30.0441,33.3582,1.0332,1268.6923,7.1832,7.1235,28.6003,141.5124,99.0461,54.0075
597.4975,83.0588,105.3739,30.0369,33.3629,1.0432,1268.6659,7.1724,7.1104,28.6017,141.5043,99.0255,53.9904
598.8989,83.1044,105.4342,30.0694,33.3882,1.0288,1268.6158,7.1672,7.1259,28.5713,141.3842,99.0248,53.965
600.3003,83.2123,105.5726,30.0748,33.3979,1.0484,1268.5256,7.1888,7.118,28.5428,141.1997,99.033,53.8947
601.7017,83.5789,106.0136,30.1125,33.4614,1.0863,1268.2564,7.1738,7.1188,28.4649,140.608,99.0268,53.6906
603.1031,83.6143,106.0655,30.1304,33.4828,1.0702,1268.2147,7.179,7.1205,28.4478,140.5296,99.0118,53.6342
604.5045,83.7234,106.1949,30.1484,33.4845,1.0734,1268.1185,7.1771,7.109,28.4255,140.3431,99.0118,53.5979
605.9059,83.7614,106.228,30.1489,33.5074,1.1048,1268.0959,7.1771,7.1226,28.4348,140.2909,99.0019,53.5737
607.3073,83.8203,106.3458,30.1622,33.5262,1.1052,1268.0438,7.1637,7.124,28.3887,140.1358,99.0101,53.5128
608.7087,84.1325,106.6912,30.2204,33.5799,1.1435,1267.8039,7.192,7.0937,28.3386,139.682,98.9883,53.3446
610.1101,84.2204,106.8073,30.2068,33.5813,1.1468,1267.7285,7.1662,7.1058,28.3123,139.53,98.9668,53.2668
611.5115,84.843,107.5768,30.3112,33.6927,1.1867,1267.2403,7.1653,7.1148,28.161,138.485,98.9839,52.8989
612.9129,85.0782,107.8399,30.3467,33.7237,1.2336,1267.0742,7.1724,7.12,28.1024,138.1605,98.9789,52.7854
614.3143,85.1088,107.9012,30.3503,33.7339,1.2253,1267.0437,7.1763,7.1146,28.082,138.0644,98.9561,52.7557
615.7157,85.5333,108.4079,30.4074,33.8103,1.2844,1266.7055,7.1752,7.1081,28.0074,137.4056,98.9552,52.4932
617.1171,85.6792,108.6082,30.441,33.8429,1.2987,1266.5782,7.1498,7.1281,27.9682,137.1667,98.9387,52.4136
618.5185,86.0917,109.1098,30.512,33.9357,1.3368,1266.2393,7.1456,7.1289,27.863,136.4548,98.9214,52.1506
619.9199,87.434,110.7279,30.701,34.1731,1.445,1265.1646,7.1637,7.1139,27.5327,134.3271,98.8799,51.3161
621.3213,87.9862,111.4101,30.7942,34.2708,1.5253,1264.706,7.1526,7.0954,27.4023,133.4452,98.8364,50.9862
622.7227,88.2708,111.7557,30.825,34.309,1.5384,1264.4671,7.1763,7.1214,27.3155,132.9734,98.847,50.8075
624.1241,88.4176,111.9461,30.8473,34.3439,1.5502,1264.3669,7.1625,7.1157,27.2935,132.7591,98.8492,50.7192
625.5255,88.499,112.0557,30.8805,34.3694,1.5615,1264.287,7.1654,7.1159,27.2594,132.5912,98.839,50.657
626.9269,88.543,112.0813,30.8733,34.3772,1.5582,1264.2547,7.158,7.1111,27.2577,132.5291,98.8506,50.6258
628.3283,88.8102,112.4019,30.9147,34.4144,1.6009,1264.0397,7.1636,7.1086,27.2099,132.1528,98.8251,50.4758
629.7297,89.437,113.238,31.021,34.5297,1.6508,1263.4947,7.1647,7.1237,27.0401,131.1009,98.8053,50.0934
631.1311,89.6685,113.5039,31.0525,34.5686,1.6632,1263.2884,7.1531,7.1079,26.9949,130.7416,98.803,49.9622
632.5325,89.7205,113.5716,31.0368,34.6155,1.6786,1263.25,7.1584,7.097,26.9766,130.6394,98.7868,49.9081
633.9339,89.7695,113.6404,31.065,34.6115,1.685,1263.2146,7.1621,7.1137,26.9622,130.5772,98.7916,49.9002
635.3353,89.7613,113.6335,31.0488,34.5928,1.6961,1263.2222,7.1725,7.1003,26.9673,130.5897,98.7905,49.9001
636.7367,89.7642,113.6391,31.0488,34.6139,1.6798,1263.212,7.1523,7.1136,26.9818,130.5987,98.7884,49.8927
638.1381,89.7625,113.6283,31.0627,34.5941,1.7184,1263.2466,7.159,7.1081,26.9732,130.5842,98.7917,49.9095
639.5395,89.7798,113.6531,31.0574,34.6081,1.705,1263.1907,7.1491,7.103,26.9753,130.5206,98.7822,49.8933
640.9409,90.0076,113.9105,31.0835,34.6705,1.7035,1263.0077,7.1427,7.0915,26.8891,130.2035,98.7847,49.7461
642.3423,90.4377,114.4671,31.1494,34.7168,1.7406,1262.6293,7.159,7.1182,26.8255,129.5338,98.7693,49.4884
643.7437,91.6173,115.8758,31.328,34.9538,1.8612,1261.6531,7.1576,7.1094,26.5468,127.7107,98.7246,48.7756
645.1451,92.3381,116.7904,31.4376,35.0803,1.9375,1261.0167,7.1444,7.1114,26.3584,126.5234,98.6728,48.2891
646.5465,92.6279,117.1296,31.4915,35.1245,1.9773,1260.7806,7.1427,7.0913,26.2937,126.1208,98.6707,48.1381
647.9479,92.6444,117.1178,31.4789,35.1276,1.961,1260.7577,7.1444,7.1026,26.2812,126.1134,98.6716,48.1317
649.3493,92.6546,117.1689,31.4961,35.1343,1.9702,1260.7519,7.1623,7.092,26.296,126.0607,98.6514,48.1414
650.7508,92.724,117.2505,31.5013,35.1298,1.9892,1260.6822,7.1193,7.0969,26.2784,125.9401,98.6638,48.0699
652.1522,92.7888,117.3545,31.5041,35.1518,1.9921,1260.6204,7.1613,7.0941,26.2589,125.8374,98.6506,48.0252
653.5536,92.8151,117.3846,31.5102,35.1601,1.982,1260.6079,7.154,7.1013,26.2515,125.7963,98.6503,48.0038
654.955,92.8525,117.3753,31.5201,35.1619,2.0052,1260.5903,7.1295,7.0943,26.2458,125.7875,98.6642,48.0047
656.3564,92.8532,117.411,31.5165,35.1736,2.0004,1260.5883,7.1441,7.1073,26.2386,125.7204,98.6701,47.9818
657.7578,93.1014,117.7215,31.5482,35.2229,2.022,1260.334,7.147,7.1102,26.1713,125.3815,98.6585,47.8176
659.1592,93.5017,118.2044,31.6244,35.285,2.0521,1260.0114,7.1424,7.1058,26.069,124.7795,98.6212,47.5885
660.5606,95.0222,120.0875,31.8512,35.5747,2.1988,1258.6555,7.1383,7.0887,25.7516,122.4534,98.5931,46.6618
661.962,95.5877,120.7485,31.9197,35.6705,2.2641,1258.1636,7.1401,7.0762,25.637,121.6338,98.542,46.3299
663.3634,95.6687,120.8874,31.9444,35.6763,2.2856,1258.0477,7.149,7.0919,25.6137,121.4623,98.5363,46.2453
664.7648,95.7268,120.9488,31.9498,35.6795,2.2955,1258.0343,7.1219,7.087,25.5742,121.4082,98.5421,46.24
666.1662,95.708,120.9349,31.9548,35.7007,2.2835,1258.025,7.1575,7.0997,25.581,121.4142,98.5216,46.2524
667.5676,95.7417,121.0046,31.9619,35.7083,2.2949,1257.9737,7.1349,7.0718,25.5768,121.359,98.5388,46.2001
668.969,95.8775,121.1368,31.9687,35.7225,2.3034,1257.8942,7.1315,7.097,25.5536,121.1819,98.5147,46.128
670.3704,95.9044,121.167,31.98,35.71,2.3013,1257.8617,7.1377,7.0865,25.5328,121.1347,98.5297,46.1081
671.7718,95.9625,121.232,31.9737,35.7345,2.3114,1257.8158,7.154,7.0763,25.523,121.0609,98.5329,46.1
673.1732,96.1278,121.445,32.0099,35.7813,2.3193,1257.6329,7.1311,7.0931,25.4845,120.7787,98.5033,45.9773
674.5746,96.2302,121.5837,32.0257,35.7927,2.3326,1257.5609,7.1363,7.087,25.4567,120.6252,98.5141,45.8991
675.976,96.2443,121.5874,32.0173,35.8063,2.3527,1257.5344,7.1428,7.093,25.4663,120.6308,98.497,45.9002
677.3774,96.2707,121.5812,32.0284,35.8058,2.3413,1257.5157,7.1313,7.0998,25.4553,120.5941,98.5108,45.8872
678.7788,96.2556,121.6039,32.0214,35.7821,2.3476,1257.5155,7.1359,7.0913,25.4605,120.5848,98.5329,45.8804
680.1802,96.2558,121.6187,32.0459,35.7885,2.3289,1257.5206,7.1469,7.1112,25.4497,120.5875,98.5263,45.8908
681.5816,96.2821,121.6169,32.0367,35.8064,2.347,1257.5169,7.1431,7.0909,25.4334,120.5477,98.5131,45.8684
682.983,96.3046,121.6569,32.0236,35.8036,2.3328,1257.4752,7.1607,7.1008,25.4193,120.5297,98.5024,45.8401
684.3844,96.3164,121.6613,32.0328,35.7896,2.334,1257.4776,7.1538,7.1146,25.4418,120.5276,98.5249,45.854
685.7858,96.3414,121.705,32.0151,35.8045,2.3372,1257.4596,7.1193,7.088,25.4259,120.4611,98.5122,45.821
687.1872,96.3609,121.7268,32.0358,35.808,2.3492,1257.4289,7.1599,7.0926,25.4271,120.4537,98.4876,45.8439
688.5886,96.4847,121.8579,32.0489,35.8249,2.3604,1257.3287,7.1607,7.1003,25.4016,120.3115,98.4923,45.75
689.99,96.6206,122.0749,32.0781,35.8776,2.3783,1257.1739,7.142,7.0974,25.3774,120.0436,98.4831,45.6372
691.3914,96.7519,122.2306,32.1178,35.9048,2.3878,1257.0606,7.1306,7.0892,25.3311,119.8833,98.4927,45.5497
692.7928,97.6063,123.2631,32.2477,36.0491,2.4819,1256.2144,7.1449,7.0921,25.1066,118.6432,98.4469,44.9371
