hemodynamics fdo2 value,bgDO2,caSys_pCO2,cvSys_pCO2,cvSys_pO2,caSys_pO2,caSys_HCO3,cvSys_HCO3,caSys_O2sat,cvSys_O2sat,caSys_pH,cvSys_pH,caSys_BE
0.2661,1229.1130999999998,31.9908,41.160799999999995,44.319700000000005,92.56639999999999,22.3844,23.738899999999997,96.7166,79.9753,7.47,7.3812,-1.2585
0.2669,1229.0991999999999,31.9822,41.160599999999995,44.3203,92.57459999999999,22.3874,23.7441,96.7238,79.9725,7.469799999999999,7.3801,-1.2596
0.2677,1229.0964,31.9789,41.165099999999995,44.32,92.58749999999999,22.398600000000002,23.7365,96.7274,79.96979999999999,7.469799999999999,7.3787,-1.2355
0.2685,1229.0881,31.9878,41.150099999999995,44.311,92.57759999999999,22.386300000000002,23.7424,96.7116,79.9719,7.4699,7.3801,-1.2502
0.2693,1229.1121999999998,31.9879,41.154999999999994,44.3035,92.5825,22.401500000000002,23.737399999999997,96.7227,79.9744,7.469799999999999,7.3793999999999995,-1.2637
0.2701,1229.106,31.990699999999997,41.147,44.3082,92.56129999999999,22.3868,23.740199999999998,96.7221,79.9752,7.47,7.3803,-1.248
0.2709,1229.1118,31.9945,41.157,44.301500000000004,92.56809999999999,22.3934,23.7301,96.7208,79.97109999999999,7.4702,7.3797,-1.2408
0.2717,1229.1061,31.991999999999997,41.1592,44.300200000000004,92.59209999999999,22.3889,23.738699999999998,96.7239,79.9737,7.470899999999999,7.3795,-1.2386
0.2725,1229.0928999999999,31.9866,41.1526,44.3183,92.5487,22.3834,23.736099999999997,96.7165,79.964,7.471,7.38,-1.2405
0.2733,1229.0992999999999,31.9894,41.1639,44.313700000000004,92.58059999999999,22.3962,23.734299999999998,96.7276,79.9684,7.4702,7.3796,-1.2575
0.2741,1229.0937999999999,31.986099999999997,41.162499999999994,44.293400000000005,92.54809999999999,22.3881,23.741,96.713,79.9614,7.4693,7.3803,-1.2501
0.2748,1229.0983999999999,32.0004,41.1564,44.311,92.56099999999999,22.389400000000002,23.735,96.7234,79.9682,7.4711,7.3803,-1.2371
0.2756,1233.6257999999998,31.989199999999997,41.1714,44.5991,98.3147,22.3889,23.738999999999997,96.98490000000001,80.1942,7.4707,7.3801,-1.2463
0.2764,1233.6324,31.996,41.1657,44.588300000000004,98.35430000000001,22.3793,23.746699999999997,96.9834,80.1845,7.4696,7.3802,-1.2439
0.2772,1233.6424,31.9912,41.1742,44.592600000000004,98.3276,22.384700000000002,23.7491,96.98440000000001,80.1844,7.4703,7.3801,-1.2522
0.278,1233.5981,31.9869,41.1773,44.6111,98.333,22.3951,23.744799999999998,96.9717,80.1895,7.468999999999999,7.3802,-1.2482
0.2788,1233.636,31.9939,41.1704,44.6226,98.3309,22.3935,23.745099999999997,96.9858,80.1886,7.4699,7.3802,-1.2451
0.2796,1233.6112999999998,31.9838,41.176,44.5934,98.3381,22.390900000000002,23.7347,96.9856,80.19239999999999,7.4696,7.3808,-1.2531
0.2804,1233.6172,31.9929,41.160000000000004,44.603300000000004,98.357,22.390800000000002,23.735699999999998,96.9704,80.1844,7.4700999999999995,7.3805,-1.2638
0.2812,1233.6084999999998,31.988999999999997,41.1723,44.6028,98.3381,22.3888,23.745299999999997,96.9846,80.18809999999999,7.4699,7.3793999999999995,-1.2587
0.282,1233.6234,31.9911,41.167500000000004,44.6054,98.35510000000001,22.3874,23.7338,96.98100000000001,80.1873,7.4693,7.3805,-1.2538
0.2828,1233.6289,31.9958,41.1669,44.603100000000005,98.3091,22.3906,23.745199999999997,96.98490000000001,80.1919,7.4708,7.3802,-1.2588
0.2835,1233.6229999999998,31.9914,41.1621,44.6104,98.3318,22.3951,23.735999999999997,96.9757,80.1904,7.469799999999999,7.3806,-1.2601
0.2843,1233.6119999999999,31.9895,41.1694,44.603500000000004,98.3562,22.3956,23.737499999999997,96.97500000000001,80.1895,7.4693,7.3807,-1.2524
0.2851,1233.6296,31.9893,41.167500000000004,44.595800000000004,98.33,22.389300000000002,23.737399999999997,96.9818,80.19279999999999,7.4696,7.3797999999999995,-1.2604
0.2859,1233.6236999999999,31.9867,41.1691,44.6075,98.3074,22.3945,23.7362,96.982,80.1893,7.4696,7.3796,-1.2541
0.2867,1233.6228999999998,31.9924,41.1819,44.6019,98.3368,22.3953,23.7398,96.98190000000001,80.1981,7.4699,7.3797,-1.2501
0.2875,1233.6176999999998,31.985,41.168800000000005,44.6109,98.3148,22.3825,23.743599999999997,96.98740000000001,80.199,7.4692,7.38,-1.2621
0.2883,1233.6143,31.982699999999998,41.173300000000005,44.589,98.34020000000001,22.387800000000002,23.7501,96.9914,80.1901,7.4704,7.3803,-1.2538
0.2891,1233.6336,31.9929,41.17,44.6029,98.3364,22.3813,23.7355,96.97540000000001,80.1942,7.4702,7.3801,-1.2621
0.2899,1233.6114,31.9941,41.1619,44.6131,98.3826,22.3897,23.738,96.97500000000001,80.1841,7.4691,7.3792,-1.2395
0.2907,1233.6266999999998,31.9909,41.1719,44.6021,98.32390000000001,22.3904,23.7439,96.9787,80.1812,7.4699,7.3808,-1.2615
0.2915,1233.6126,31.992099999999997,41.1762,44.5856,98.3177,22.3885,23.735599999999998,96.98440000000001,80.1973,7.4716,7.3802,-1.2542
0.2922,1233.6314,31.987,41.176300000000005,44.5788,98.3322,22.3946,23.746,96.9786,80.1956,7.4699,7.3802,-1.2601
0.293,1233.6111999999998,31.9895,41.162400000000005,44.609,98.3434,22.3941,23.7414,96.9777,80.188,7.4706,7.3792,-1.2627
0.2938,1233.6122999999998,31.9895,41.161100000000005,44.6049,98.36200000000001,22.3993,23.7441,96.9774,80.2007,7.4708,7.3809,-1.2444
0.2946,1233.6218999999999,31.9914,41.1792,44.6012,98.3178,22.3937,23.739099999999997,96.96860000000001,80.1859,7.4697,7.38,-1.2446
0.2954,1234.7114000000001,31.982999999999997,41.174600000000005,44.695499999999996,99.55279999999999,22.3899,23.738999999999997,97.0536,80.2766,7.4696,7.3807,-1.2586
0.2962,1234.7377000000001,31.9817,41.1682,44.6941,99.56009999999999,22.393900000000002,23.7397,97.04039999999999,80.2769,7.47,7.3805,-1.2592
0.297,1234.7136,31.9855,41.173700000000004,44.6915,99.54079999999999,22.3964,23.746199999999998,97.04729999999999,80.2813,7.469799999999999,7.3795,-1.2695
0.2978,1234.7075,31.9897,41.167,44.7026,99.5388,22.3918,23.733999999999998,97.0419,80.2735,7.4704999999999995,7.3802,-1.2526
0.2986,1234.7109,31.993699999999997,41.172200000000004,44.709199999999996,99.53059999999999,22.3949,23.738699999999998,97.05799999999999,80.2788,7.4696,7.3809,-1.246
0.2994,1234.6955,31.996799999999997,41.168,44.6933,99.5115,22.3907,23.743499999999997,97.0479,80.2822,7.4702,7.3796,-1.2492
0.3002,1234.7223000000001,31.9848,41.1699,44.6888,99.5454,22.3891,23.7394,97.0486,80.2838,7.47,7.3801,-1.2296
0.3009,1234.7116,31.983099999999997,41.1652,44.6826,99.5165,22.3797,23.731499999999997,97.05879999999999,80.2805,7.4707,7.3805,-1.2544
0.3017,1234.7111,31.9945,41.172000000000004,44.6909,99.5217,22.3934,23.739199999999997,97.04769999999999,80.2866,7.4702,7.38,-1.25
0.3025,1234.7059,31.9885,41.1677,44.6819,99.52759999999999,22.3938,23.7423,97.0474,80.2831,7.469799999999999,7.3796,-1.2465
0.3033,1234.7018,31.996599999999997,41.1608,44.693599999999996,99.5005,22.395500000000002,23.7394,97.0502,80.2809,7.4703,7.3812,-1.2393
0.3041,1234.7162,31.9914,41.167500000000004,44.6795,99.512,22.3913,23.734399999999997,97.0484,80.2754,7.469799999999999,7.3802,-1.2512
0.3049,1234.7339,31.986099999999997,41.164,44.6937,99.503,22.3967,23.735999999999997,97.0551,80.2817,7.4704,7.3809,-1.2474
0.3057,1234.7189,31.9945,41.1712,44.6896,99.5107,22.3904,23.7473,97.04299999999999,80.2809,7.4702,7.3799,-1.2625
0.3065,1234.7084,31.9912,41.1772,44.693799999999996,99.5427,22.3905,23.734399999999997,97.0456,80.2866,7.4697,7.3807,-1.2496
0.3073,1234.7091,31.981099999999998,41.1726,44.683099999999996,99.52,22.3977,23.7338,97.0557,80.275,7.4707,7.38,-1.2575
0.3081,1234.7066,31.990099999999998,41.172200000000004,44.6892,99.5439,22.3809,23.733999999999998,97.04809999999999,80.28020000000001,7.4696,7.3796,-1.2288
0.3088,1234.7121,31.993199999999998,41.1683,44.6919,99.51989999999999,22.3961,23.7363,97.0559,80.2751,7.47,7.3796,-1.2458
0.3096,1234.7024000000001,31.994799999999998,41.174800000000005,44.7038,99.5422,22.3911,23.732699999999998,97.04809999999999,80.2675,7.4699,7.3803,-1.2338
0.3104,1234.7207,31.990699999999997,41.1714,44.6656,99.529,22.3931,23.746499999999997,97.0552,80.2814,7.4702,7.3797999999999995,-1.2417
0.3112,1234.7043,31.984499999999997,41.1632,44.698499999999996,99.52069999999999,22.3932,23.7408,97.0499,80.2782,7.4706,7.3797999999999995,-1.2364
0.312,1234.7074,31.994999999999997,41.1659,44.6872,99.4992,22.389300000000002,23.737499999999997,97.05109999999999,80.2714,7.4702,7.3788,-1.2435
0.3128,1234.702,31.9894,41.1713,44.7181,99.53,22.3826,23.7424,97.04429999999999,80.2816,7.4702,7.3803,-1.2398
0.3136,1234.6896,31.9924,41.176100000000005,44.6943,99.5397,22.3914,23.737499999999997,97.044,80.2827,7.4711,7.3808,-1.2343
0.3144,1234.7079,31.9942,41.1679,44.694399999999995,99.5287,22.386400000000002,23.7321,97.0402,80.27850000000001,7.4695,7.3793,-1.2532
0.3152,1234.7032,31.988699999999998,41.174800000000005,44.696799999999996,99.5379,22.390900000000002,23.7394,97.0551,80.2774,7.4703,7.3807,-1.2542
0.316,1234.7122,31.9868,41.1681,44.6791,99.5407,22.384900000000002,23.740699999999997,97.0441,80.2948,7.4700999999999995,7.3795,-1.2475
0.3168,1234.6994,31.997,41.1724,44.687799999999996,99.5205,22.3897,23.735,97.05199999999999,80.2801,7.4688,7.3804,-1.2486
0.3175,1234.709,31.993299999999998,41.155,44.676899999999996,99.4915,22.3953,23.746299999999998,97.0478,80.279,7.470899999999999,7.3801,-1.2492
0.3183,1234.704,31.9854,41.164100000000005,44.6834,99.4881,22.3945,23.7334,97.05409999999999,80.2751,7.4703,7.3801,-1.2428
0.3191,1234.6862,31.998099999999997,41.1742,44.6958,99.52149999999999,22.3895,23.737299999999998,97.0501,80.2794,7.4697,7.3807,-1.2639
0.3199,1234.6973,31.982599999999998,41.168800000000005,44.6898,99.5028,22.4017,23.7469,97.0435,80.2766,7.4699,7.3797999999999995,-1.2407
0.3207,1234.8863999999999,31.9967,41.175200000000004,44.694,99.7263,22.3851,23.7338,97.0552,80.2948,7.4706,7.3799,-1.2641
0.3215,1234.9034,31.9919,41.162800000000004,44.7123,99.72109999999999,22.3926,23.7351,97.0641,80.29899999999999,7.4703,7.3797,-1.2441
0.3223,1234.8986,31.991400000000002,41.161500000000004,44.7056,99.7174,22.394000000000002,23.746,97.05890000000001,80.2975,7.4706,7.3804,-1.2646
0.3231,1234.8905,31.9846,41.1726,44.6887,99.68969999999999,22.3873,23.743299999999998,97.0607,80.29639999999999,7.4697,7.3802,-1.2593
0.3239,1234.8872,31.9892,41.1658,44.7089,99.7277,22.3831,23.7408,97.0641,80.2898,7.4708,7.3807,-1.2525
0.3247,1234.8822,31.992800000000003,41.1631,44.7053,99.7165,22.3965,23.737699999999997,97.0628,80.2962,7.47,7.3802,-1.2646
0.3255,1252.9666,32.018,41.2074,46.3124,118.4891,22.3896,23.741899999999998,98.1804,81.8448,7.4695,7.3801,-1.2326
0.3262,1252.9460000000001,32.0206,41.2074,46.304399999999994,118.527,22.3943,23.747,98.1782,81.8456,7.4697,7.3801,-1.2415
0.327,1252.9492,32.0185,41.2051,46.3097,118.47879999999999,22.3885,23.7476,98.16890000000001,81.84490000000001,7.4699,7.3801,-1.2431
0.3278,1252.9470000000001,32.014500000000005,41.2083,46.3016,118.5167,22.385,23.7382,98.18320000000001,81.8382,7.4695,7.3802,-1.243
0.3286,1252.9591,32.0174,41.2186,46.289699999999996,118.5142,22.3903,23.7427,98.177,81.8452,7.4704999999999995,7.3801,-1.2515
0.3294,1252.9662,32.0176,41.2139,46.294399999999996,118.5252,22.3915,23.737399999999997,98.186,81.8422,7.4703,7.3802,-1.2394
0.3302,1252.9685,32.023,41.2141,46.2898,118.51769999999999,22.384800000000002,23.7355,98.1787,81.8339,7.4704999999999995,7.3811,-1.246
0.331,1252.9373,32.020100000000006,41.2075,46.296499999999995,118.5308,22.3977,23.734099999999998,98.17200000000001,81.836,7.471,7.3797999999999995,-1.2325
0.3318,1252.9566,32.0217,41.207300000000004,46.276999999999994,118.5095,22.3884,23.7472,98.1815,81.8356,7.4699,7.3797999999999995,-1.2435
0.3326,1252.94,32.0125,41.2055,46.291,118.53649999999999,22.3945,23.737699999999997,98.17930000000001,81.8371,7.4700999999999995,7.3799,-1.2628
0.3334,1252.9647,32.016400000000004,41.2053,46.2773,118.5217,22.382,23.741,98.17630000000001,81.84620000000001,7.4700999999999995,7.3804,-1.2456
0.3342,1252.9487000000001,32.019200000000005,41.208,46.309799999999996,118.50699999999999,22.3813,23.737499999999997,98.17830000000001,81.83850000000001,7.4692,7.3801,-1.2326
0.3349,1252.9502,32.013000000000005,41.216100000000004,46.3011,118.5341,22.3911,23.7414,98.18270000000001,81.8378,7.4697,7.38,-1.2566
0.3357,1252.9568000000002,32.0223,41.2064,46.311,118.50529999999999,22.4005,23.743,98.1855,81.83800000000001,7.4703,7.38,-1.2329
0.3365,1252.9575,32.0234,41.207100000000004,46.320699999999995,118.5007,22.3932,23.75,98.1829,81.84060000000001,7.4697,7.3795,-1.2381
0.3373,1252.9622,32.02310000000001,41.2123,46.296299999999995,118.5371,22.3886,23.7317,98.1845,81.8354,7.4697,7.3803,-1.2372
0.3381,1252.94,32.0137,41.2072,46.291999999999994,118.52459999999999,22.3844,23.7442,98.1794,81.84140000000001,7.4704,7.38,-1.2526
0.3389,1252.9591,32.018,41.2074,46.294399999999996,118.4992,22.3874,23.741899999999998,98.17550000000001,81.8438,7.4697,7.3808,-1.2388
0.3397,1252.9346,32.017300000000006,41.2075,46.308299999999996,118.5347,22.3874,23.7378,98.18960000000001,81.8404,7.4702,7.3795,-1.2516
0.3405,1252.945,32.022800000000004,41.2082,46.305499999999995,118.52409999999999,22.3915,23.738999999999997,98.17790000000001,81.851,7.4700999999999995,7.3801,-1.2367
0.3413,1252.9579,32.017300000000006,41.2117,46.293899999999994,118.54719999999999,22.39,23.743299999999998,98.18310000000001,81.83670000000001,7.4692,7.3797999999999995,-1.2518
0.3421,1252.9669000000001,32.014100000000006,41.2109,46.283699999999996,118.5056,22.3918,23.741699999999998,98.17530000000001,81.84490000000001,7.4703,7.3807,-1.264
0.3429,1252.9692,32.025600000000004,41.2037,46.3035,118.5166,22.3844,23.7416,98.1769,81.8388,7.47,7.3795,-1.2278
0.3436,1252.9435,32.020500000000006,41.207300000000004,46.306999999999995,118.52239999999999,22.3963,23.7379,98.17750000000001,81.8392,7.4704,7.3797,-1.257
0.3444,1252.9550000000002,32.017900000000004,41.2097,46.299499999999995,118.5342,22.3931,23.7369,98.17970000000001,81.83670000000001,7.4700999999999995,7.379,-1.2484
0.3452,1252.9551000000001,32.027,41.207100000000004,46.296899999999994,118.551,22.3941,23.743499999999997,98.1734,81.8351,7.47,7.3799,-1.2558
0.346,1252.9406000000001,32.025600000000004,41.2119,46.3107,118.5161,22.3934,23.733099999999997,98.1812,81.84960000000001,7.4706,7.38,-1.242
0.3468,1252.961,32.01240000000001,41.2059,46.278299999999994,118.535,22.387,23.733999999999998,98.17030000000001,81.8417,7.4700999999999995,7.3801,-1.2423
0.3476,1252.9572,32.0161,41.2095,46.3009,118.5171,22.387,23.735999999999997,98.18920000000001,81.83720000000001,7.4697,7.3803,-1.2597
0.3484,1252.9428,32.0204,41.2123,46.296099999999996,118.5013,22.3875,23.735,98.18100000000001,81.8327,7.4704,7.3796,-1.2531
0.3492,1252.9584,32.026500000000006,41.2099,46.3093,118.4998,22.3898,23.751099999999997,98.17930000000001,81.83250000000001,7.469799999999999,7.3804,-1.2472
0.35,1252.9446,32.018100000000004,41.2128,46.303,118.52879999999999,22.3936,23.745099999999997,98.17110000000001,81.8429,7.4708,7.3799,-1.2609
0.3508,1253.0446,32.0204,41.2095,46.309799999999996,118.6221,22.3768,23.739800000000002,98.19,81.8463,7.4697,7.3795,-1.255
0.3516,1253.0529999999999,32.0194,41.2058,46.3082,118.6176,22.3809,23.741200000000003,98.1883,81.84559999999999,7.4707,7.3801,-1.2581
